id,year,date,month,site,treatment,plot_id,taxon,plant_height_cm,individual_nr,nr_leaves,bulk,wet_mass_total_g,dry_mass_total_g,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,leaf_area_total_cm2,number_leaves_scan
JCH8762,2019,2019-11-23T00:00:00Z,November,ACJ,NB,1,Hypericum andinum,10,3,NA,Bulk,0.146,0.068,0.193,0.191,0.23,9.0537,NA
JCI0917,2019,2019-11-23T00:00:00Z,November,ACJ,NB,5,Vaccinium floribundum,34,2,5,"NA",0.278,0.145,0.601,0.591,0.626,6.3857,5
JCJ5465,2019,2019-11-22T00:00:00Z,November,QUE,C,5,Werneria nubigena,6,1,1,"NA",0.265,0.079,0.414,0.365,0.345,5.1526,1
JCK5516,2019,2019-11-23T00:00:00Z,November,ACJ,NB,1,Eriosorus cheilanthoides,23,2,1,"NA",0.606,0.172,0.452,0.461,0.521,12.2124,1
JCL0826,2019,2019-11-23T00:00:00Z,November,ACJ,NB,1,Carex tristicha,7.5,2,3,"NA",0.148,0.084,0.244,0.224,0.241,9.2005,3
JCM7528,2019,2019-11-23T00:00:00Z,November,ACJ,NB,3,Lycopodium clavatum,10,2,NA,Bulk,0.223,0.131,0.109,0.11,0.139,14.987,NA
JCN1964,2019,2019-11-23T00:00:00Z,November,ACJ,NB,1,Hypericum andinum,14,2,NA,Bulk,0.204,0.096,0.179,0.167,0.155,13.5763,NA
JCO5000,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Chaptalia cordata,12,1,1,"NA",0.994,0.176,0.483,0.54,0.493,17.8883,1
JCP6398,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Pernettya prostrata,34,1,5,"NA",0.104,0.059,0.675,0.681,0.606,2.1619,5
JCQ4913,2019,2019-11-21T00:00:00Z,November,TRE,C,3,Alchemilla vulcanica,2.5,3,5,"NA",0.108,0.06,0.348,0.334,0.313,4.7598,5
JCR6475,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Hieracium sp1,11,1,1,"NA",0.445,0.077,0.369,0.425,0.435,8.8247,1
JCS1209,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Lycopodium clavatum,20,1,NA,Bulk,0.257,0.106,0.213,0.205,0.235,16.7597,NA
JCT8465,2019,2019-11-20T00:00:00Z,November,ACJ,C,3,Luzula wide,16.5,3,1,"NA",0.088,0.035,0.243,0.256,0.241,3.8786,1
JCU1189,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Chaptalia cordata,10,3,1,"NA",0.522,0.101,0.628,0.622,0.568,8.5145,1
JCV8844,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Pernettya prostrata,55,3,5,"NA",0.111,0.063,0.638,0.616,0.602,2.1861,5
JCW2274,2019,2019-11-21T00:00:00Z,November,TRE,C,3,Halenia umbellata,11,3,5,"NA",0.139,0.051,0.238,0.254,0.263,5.927,5
JCX2069,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Miconia rotundifolia,6,3,3,"NA",0.284,0.069,0.477,0.517,0.451,7.9743,3
JCY3840,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Lycopodium clavatum,18,3,NA,Bulk,0.206,0.102,0.185,0.175,0.2,12.7689,NA
JCZ1508,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Elaphoglossum amphioxys,17.8,1,1,"NA",1.147,0.223,0.524,0.528,0.565,20.4709,1
JDA5707,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Chaptalia cordata,8,2,1,"NA",0.282,0.075,0.436,0.43,0.51,6.8881,1
JDB5021,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Pernettya prostrata,35,2,5,"NA",0.114,0.062,0.562,0.564,0.697,2.4292,5
JDC4691,2019,2019-11-21T00:00:00Z,November,TRE,C,3,Halenia umbellata,13,2,3,"NA",0.065,0.031,0.285,0.277,0.327,2.869,3
JDD5119,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Chaptalia cordata,6,2,1,"NA",0.385,0.086,0.59,0.603,0.589,8.615,1
JDE7218,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Lycopodium clavatum,15,2,NA,Bulk,0.207,0.1,0.138,0.128,0.147,15.1615,NA
JDF9177,2019,2019-11-20T00:00:00Z,November,ACJ,C,3,Senecio purple leaf,7,1,1,"NA",0.318,0.06,0.268,0.294,0.314,8.6304,1
JDG8252,2019,2019-11-20T00:00:00Z,November,ACJ,C,3,Eriosorus cheilanthoides,49,1,1,"NA",0.844,0.236,0.54,0.57,0.309,14.1213,1
JDH3006,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Elaphoglossum huacsaro,21,3,1,"NA",0.686,0.308,0.397,0.393,0.446,15.8205,1
JDI0407,2019,2019-11-21T00:00:00Z,November,TRE,C,3,Halenia umbellata,12.5,1,5,"NA",0.118,0.046,0.251,0.247,0.276,5.4609,5
JDJ1092,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Chaptalia cordata,7.5,1,1,"NA",0.366,0.063,0.529,0.477,0.45,6.895,1
JDK1873,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Senecio purple leaf,2.5,1,2,"NA",0.498,0.069,0.528,0.532,0.492,9.7965,2
JDL1503,2019,2019-11-20T00:00:00Z,November,ACJ,C,3,Senecio purple leaf,9,2,1,"NA",0.276,0.036,0.242,0.255,0.259,7.3895,1
JDM3307,2019,2019-11-20T00:00:00Z,November,ACJ,C,3,Eriosorus cheilanthoides,50,3,1,"NA",1.076,0.345,0.563,0.619,0.367,18.7674,1
JDN8525,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Elaphoglossum huacsaro,20,1,1,"NA",0.473,0.212,0.44,0.428,0.392,9.9896,1
JDO9354,2019,2019-11-21T00:00:00Z,November,TRE,C,3,Oreithales integrifolia,8,3,1,"NA",0.395,0.078,0.456,0.491,0.477,5.4107,1
JDP7691,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Chaptalia cordata,7.5,3,1,"NA",0.4,0.086,0.571,0.546,0.561,8.4525,1
JDQ5035,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Vaccinium floribundum,39,2,5,"NA",0.137,0.078,0.523,0.508,0.403,3.4817,5
JDR3072,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Senecio purple leaf,2.5,3,1,"NA",0.296,0.037,0.348,0.393,0.403,7.2292,1
JDS5799,2019,2019-11-20T00:00:00Z,November,ACJ,C,3,Eriosorus cheilanthoides,48,2,1,"NA",0.837,0.256,0.625,0.68,0.718,15.1321,1
JDT4674,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Elaphoglossum huacsaro,21,2,1,"NA",0.469,0.136,0.268,0.285,0.317,13.558,1
JDU4557,2019,2019-11-21T00:00:00Z,November,TRE,C,3,Oreithales integrifolia,6,2,1,"NA",0.2,0.049,0.444,0.391,0.454,3.5394,1
JDV6602,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Halenia umbellata,35,2,2,"NA",0.095,0.024,0.206,0.211,0.231,4.0967,2
JDW0848,2019,2019-11-21T00:00:00Z,November,TRE,C,5,Hypericum andinum,45,2,NA,Bulk,0.052,0.045,0.118,0.18,0.171,5.5384,NA
JDX4013,2019,2019-11-20T00:00:00Z,November,ACJ,C,3,Senecio purple leaf,8,3,1,"NA",0.355,0.068,0.302,0.337,0.365,8.1122,1
JDY6347,2019,2019-11-21T00:00:00Z,November,TRE,C,3,Alchemilla vulcanica,1.5,1,5,"NA",0.105,0.063,0.287,0.331,0.317,4.8739,5
JDZ3882,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Vaccinium floribundum,41,3,5,"NA",0.155,0.051,0.55,0.552,0.533,3.668,5
JEA8242,2019,2019-11-21T00:00:00Z,November,TRE,C,3,Oreithales integrifolia,4,1,1,"NA",0.212,0.046,0.318,0.349,0.335,4.069,1
JEB9717,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Halenia umbellata,39,1,5,"NA",0.106,0.025,0.239,0.254,0.226,4.4034,5
JEC0023,2019,2019-11-21T00:00:00Z,November,TRE,C,5,Hypericum andinum,35,1,NA,Bulk,0.141,0.086,0.122,0.212,0.159,10.5413,NA
JED3432,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Elaphoglossum amphioxys,16.1,2,1,"NA",0.763,0.146,0.431,0.428,0.428,13.2107,1
JEE4834,2019,2019-11-20T00:00:00Z,November,ACJ,C,3,Luzula wide,19,2,1,"NA",0.104,0.04,0.224,0.249,0.249,5.1335,1
JEF2461,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Senecio purple leaf,2.5,2,2,"NA",0.358,0.05,0.45,0.465,0.457,8.0834,2
JEG8316,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Miconia rotundifolia,8,2,3,"NA",0.276,0.061,0.35,0.388,0.396,7.8344,3
JEH5625,2019,2019-11-20T00:00:00Z,November,ACJ,C,3,Bromus lanatus,47,2,1,"NA",0.456,0.181,0.338,0.349,0.43,15.152,1
JEI1459,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Elaphoglossum amphioxys,21.5,3,1,"NA",1.613,0.35,0.591,0.635,0.708,24.7529,1
JEJ3719,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Halenia umbellata,33,2,5,"NA",0.098,0.022,0.228,0.233,0.208,4.7171,5
JEK3608,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Eriosorus cheilanthoides,26.1,1,1,"NA",0.278,0.09,0.37,0.376,0.317,6.4485,1
JEL6180,2019,2019-11-20T00:00:00Z,November,ACJ,C,3,Eriosorus cheilanthoides,48,4,1,"NA",0.98,0.297,0.553,0.545,0.456,16.522,1
JEM6901,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Gaultheria glomerata,17,1,2,"NA",0.394,0.213,0.446,0.485,0.531,10.7496,2
JEN4619,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Gaultheria glomerata,17,3,2,"NA",0.382,0.213,0.424,0.475,0.44,10.5341,2
JEO6428,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Halenia umbellata,37,3,5,"NA",0.162,0.038,0.231,0.24,0.236,7.1467,5
JEP1745,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Hieracium sp1,14,2,1,"NA",0.291,0.04,0.306,0.285,0.307,8.4633,1
JEQ9449,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Eriosorus cheilanthoides,28.8,3,1,"NA",0.427,0.12,0.278,0.287,0.296,9.853,1
JER2388,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Eriosorus cheilanthoides,30,2,1,"NA",0.638,0.179,0.405,0.465,0.464,10.3094,1
JES4592,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Miconia rotundifolia,6,1,3,"NA",0.439,0.131,0.502,0.59,0.42,10.7968,3
JET2210,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Gaultheria glomerata,12,2,2,"NA",0.292,0.137,0.425,0.394,0.397,9.7627,2
JEU5473,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Halenia umbellata,6.5,1,5,"NA",0.128,0.037,0.248,0.246,0.234,5.1879,5
JEV5699,2019,2019-11-20T00:00:00Z,November,ACJ,C,1,Halenia umbellata,48,3,4,"NA",0.119,0.029,0.249,0.231,0.242,4.6378,4
JEW4284,2019,2019-11-21T00:00:00Z,November,TRE,C,5,Vaccinium floribundum,32,2,5,"NA",0.102,0.059,0.554,0.563,0.595,2.6204,5
JEX1318,2019,2019-11-21T00:00:00Z,November,TRE,C,3,Hypochaeris taraxacoides,7,3,3,"NA",0.253,0.039,0.222,0.238,0.227,7.073,3
JEY5937,2019,2019-11-21T00:00:00Z,November,TRE,C,1,Agrostis sp2,8,2,5,"NA",0.02,0.011,0.133,0.155,0.112,1.6664,5
JEZ7345,2019,2019-11-21T00:00:00Z,November,TRE,C,3,Carex pichinchensis,23.2,1,1,"NA",0.485,0.203,0.222,0.24,0.27,15.5116,1
JFA3228,2019,2019-11-21T00:00:00Z,November,TRE,C,1,Vaccinium floribundum,30,3,5,"NA",0.083,0.049,0.517,0.539,0.526,2.0151,5
JFB0611,2019,2019-11-20T00:00:00Z,November,ACJ,C,5,Vaccinium floribundum,48,1,5,"NA",0.188,0.108,0.553,0.563,0.562,4.2001,5
K,2019,2019-04-20T00:00:00Z,April,QUE,C,3,Euphorbia thymifolia,2,3,7,"NA",0.048,0.015,0.093,0.137,0.127,2.2781,8
KQY9942,2019,2019-11-23T00:00:00Z,November,ACJ,NB,1,Paepalanthus carynauta,1.5,2,NA,Bulk,0.222,0.039,0.18,0.179,0.167,9.0658,NA
KQZ3262,2019,2019-11-23T00:00:00Z,November,ACJ,NB,1,Paepalanthus carynauta,1.5,3,NA,Bulk,0.126,0.024,0.148,0.165,0.176,6.752,NA
KRA2154,2019,2019-11-24T00:00:00Z,November,TRE,B,3,Gaultheria glomerata,3.5,2,5,"NA",0.162,0.073,0.407,0.437,0.345,6.0979,5
KRB0747,2019,2019-11-23T00:00:00Z,November,ACJ,NB,5,Lycopodium clavatum,13,1,NA,Bulk,0.251,0.138,0.128,0.196,0.178,16.787,NA
KRC0472,2019,2019-11-23T00:00:00Z,November,ACJ,NB,1,Festuca blue,68,2,1,"NA",0.449,0.209,0.417,0.421,0.434,11.8947,1
KRD0082,2019,2019-11-23T00:00:00Z,November,ACJ,NB,1,Festuca blue,62,1,1,"NA",0.451,0.206,0.43,0.518,0.497,13.7368,1
KRE7343,2019,2019-11-23T00:00:00Z,November,ACJ,NB,1,Festuca blue,47,3,1,"NA",0.277,0.146,0.472,0.468,0.485,8.1606,1
KRF6892,2019,2019-11-25T00:00:00Z,November,PIL,B,3,Rhynchospora macrochaeta,46,2,1,"NA",0.372,0.18,0.27,0.292,0.295,14.338,1
KRG7872,2019,2019-11-24T00:00:00Z,November,ACJ,B,1,Paspalum bonplandianum,7.5,3,2,"NA",0.16,0.039,0.125,0.151,0.125,5.7251,2
KRH8057,2019,2019-11-23T00:00:00Z,November,ACJ,NB,1,Rhynchospora macrochaeta,29,2,1,"NA",0.253,0.105,0.241,0.283,0.277,8.1339,1
KRI1740,2019,2019-11-25T00:00:00Z,November,PIL,B,3,Carex duro,5,1,5,"NA",0.082,0.041,0.666,0.639,0.623,2.3003,5
KRJ0861,2019,2019-11-25T00:00:00Z,November,PIL,B,3,Vaccinium floribundum,3,3,5,"NA",0.063,0.034,0.462,0.514,0.435,1.9126,5
KRK1198,2019,2019-11-25T00:00:00Z,November,PIL,B,3,Gaultheria glomerata,8,3,2,"NA",0.239,0.11,0.436,0.433,0.423,8.4879,2
KRL5062,2019,2019-11-23T00:00:00Z,November,ACJ,NB,1,Paepalanthus carynauta,1.5,1,NA,Bulk,0.131,0.025,0.165,0.218,0.227,5.3707,39
KRM5178,2019,2019-11-25T00:00:00Z,November,PIL,B,5,Gentiana sedifolia,6,2,NA,Bulk,0.073,0.025,0.276,0.257,0.307,4.114,72
KRN7453,2019,2019-11-23T00:00:00Z,November,ACJ,NB,1,Oreomyrrhis andicola,8,1,3,"NA",0.338,0.092,0.348,0.302,0.309,9.1771,3
KRO4503,2019,2019-11-28T00:00:00Z,November,PIL,C,3,Carex tristicha,6.5,3,3,"NA",0.103,0.048,0.222,0.187,0.205,4.6705,3
KRP3880,2019,2019-11-23T00:00:00Z,November,ACJ,NB,5,Vaccinium floribundum,37,1,5,"NA",0.238,0.13,0.593,0.59,0.597,5.4498,5
KRQ5428,2019,2019-11-23T00:00:00Z,November,ACJ,NB,1,Rhynchospora macrochaeta,27,1,1,"NA",0.24,0.113,0.184,0.244,0.272,8.6367,1
KRR3665,2019,2019-11-25T00:00:00Z,November,PIL,B,3,Alchemilla sectada,1.3,2,5,"NA",0.03,0.012,0.205,0.197,0.186,1.9397,5
KRS4785,2019,2019-11-25T00:00:00Z,November,PIL,B,3,Vaccinium floribundum,4,2,5,"NA",0.058,0.033,0.449,0.482,0.512,1.7155,5
KRT9948,2019,2019-11-25T00:00:00Z,November,PIL,B,3,Gaultheria glomerata,6,2,2,"NA",0.173,0.076,0.409,0.415,0.422,6.2991,2
KRU3440,2019,2019-11-23T00:00:00Z,November,ACJ,NB,1,Oreobolus sp1,1,2,NA,Bulk,0.147,0.055,0.182,0.186,0.188,6.4702,73
KRV3501,2019,2019-11-25T00:00:00Z,November,PIL,B,3,Carex duro,5.5,3,5,"NA",0.073,0.036,0.497,0.343,0.29,2.2511,5
KRW3716,2019,2019-11-25T00:00:00Z,November,PIL,B,3,Gaultheria glomerata,11.5,1,2,"NA",0.328,0.196,0.638,0.613,0.614,7.6139,2
KRX0041,2019,2019-11-25T00:00:00Z,November,PIL,B,3,Rhynchospora macrochaeta,28,1,1,"NA",0.168,0.094,0.234,0.26,0.242,6.7201,1
KRY1240,2019,2019-11-25T00:00:00Z,November,PIL,B,3,Vaccinium floribundum,5,1,5,"NA",0.079,0.038,0.571,0.607,0.576,2.1643,5
KRZ5587,2019,2019-11-25T00:00:00Z,November,PIL,B,3,Eriosorus cheilanthoides,23,1,1,"NA",0.404,0.128,0.527,0.501,0.454,12.9021,1
KSA0281,2019,2019-11-23T00:00:00Z,November,ACJ,NB,1,Oreobolus sp1,1,1,NA,Bulk,0.103,0.039,0.163,0.118,0.157,5.4383,74
KSB4747,2019,2019-11-25T00:00:00Z,November,PIL,B,3,Alchemilla sectada,1,1,4,"NA",0.033,0.016,0.227,0.268,0.21,1.9087,4
